año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2006,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,10.8,Emisión
2007,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,11.86,Emisión
2008,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,11.49,Emisión
2009,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,10.22,Emisión
2010,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,1.35,Emisión
2011,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.5,Emisión
2012,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.04,Emisión
2013,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.13,Emisión
2014,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.14,Emisión
2015,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.07,Emisión
2016,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.32,Emisión
2017,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.46,Emisión
2018,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,3.76,Emisión
2019,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,4.02,Emisión
2020,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,4.6,Emisión
2021,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,5.71,Emisión
2022,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CO2,5.63,Emisión
1990,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
1991,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
1992,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
1993,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
1994,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
1995,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
1996,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
1997,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
1998,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
1999,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
2000,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
2001,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2002,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.03,Emisión
2003,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2004,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2005,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2006,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2007,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.05,Emisión
2008,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2009,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.04,Emisión
2010,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.0,Sin emisión/remoción
2011,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2012,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2013,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2014,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2015,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2016,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2017,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.01,Emisión
2018,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
2019,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
2020,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
2021,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
2022,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,CH4,0.02,Emisión
1990,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
1991,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
1992,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
1993,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
1994,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
1995,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
1996,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
1997,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
1998,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
1999,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2000,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2001,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2002,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2003,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2004,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2005,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2006,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2007,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.03,Emisión
2008,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.03,Emisión
2009,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.02,Emisión
2010,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.0,Sin emisión/remoción
2011,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2012,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2013,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2014,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2015,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2016,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2017,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2018,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2019,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2020,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2021,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
2022,Energía,Actividades de quema de combustible,Otros sectores,Agricultura/Silvicultura/Pesca/Piscifactorías,1A4c,N2O,0.01,Emisión
1990,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1990,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.18,Emisión
1991,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1991,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.19,Emisión
1992,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
1992,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.14,Emisión
1993,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
1993,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.12,Emisión
1994,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1994,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.23,Emisión
1995,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1995,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.18,Emisión
1996,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1996,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.19,Emisión
1997,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1997,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.18,Emisión
1998,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1998,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.21,Emisión
1999,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
1999,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.19,Emisión
2000,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.01,Emisión
2000,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.17,Emisión
2001,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
2001,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.12,Emisión
2002,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
2002,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.06,Emisión
2003,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
2003,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.06,Emisión
2004,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CO2,0.0,Sin emisión/remoción
2004,Energía,Emisiones fugitivas provenientes de la fabricación de combustibles,Emisiones Fugitivas,Fugitivas producción Combustibles Sólidos,1B1ai1,CH4,0.03,Emisión
